record_id,category,label,decision,reason,city,budget_level,strictness,amount,recommended_min,recommended_max,teacher_budget_total,target_min,target_max,request_budget_status,teacher_budget_status,candidate_high_ratio,candidate_reach_amount,food_pois
v3_request_404088,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,limited,soft,4300,4300,5400,3502,3100,4500,ok,ok,1.486,True,28
v3_request_404090,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,comfortable,soft,21300,15600,21300,18008,14900,23400,ok,ok,1.2586,True,32
v3_request_404092,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,扬州,limited,hard,4300,4300,5500,4200,3100,4300,ok,ok,2.1084,True,34
v3_request_404094,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,天津,comfortable,soft,6900,6900,9500,6177,4800,7600,ok,ok,1.303,True,39
v3_request_404095,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,5300,5300,7000,4536,3200,5600,ok,ok,1.3928,True,21
v3_request_404097,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,limited,soft,2300,2100,2500,1718,1700,2400,ok,ok,1.0274,True,27
v3_request_404098,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,泉州,comfortable,soft,10800,8000,10800,7600,7600,11900,ok,ok,1.165,True,33
v3_request_404099,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,limited,soft,900,900,1200,601,600,900,ok,ok,1.6578,True,24
v3_request_404100,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,20200,17600,22800,19968,14100,22200,ok,ok,1.5161,True,39
v3_request_404102,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,standard,soft,4000,3500,4600,2402,2400,4200,ok,ok,1.0315,True,23
v3_request_404103,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,limited,hard,3300,2700,3300,2980,2400,3300,ok,ok,1.3812,True,28
v3_request_404106,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,2900,2500,3300,2210,1700,3000,ok,ok,1.4179,True,21
v3_request_404107,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,limited,soft,8700,7100,8700,6356,6300,9100,ok,ok,1.1546,True,38
v3_request_404108,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,limited,soft,2600,2600,3400,1976,1900,2700,ok,ok,1.8154,True,39
v3_request_404111,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,soft,4300,3300,4300,3154,3100,4500,ok,ok,1.0474,True,25
v3_request_404112,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,standard,soft,10700,10700,13500,8803,6400,11200,ok,ok,1.3766,True,31
v3_request_404113,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,2000,2000,2600,1904,1400,2100,ok,ok,1.673,True,27
v3_request_404116,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,premium,soft,15600,13000,18200,13174,11700,17500,ok,ok,1.5297,True,37
v3_request_404118,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,扬州,standard,soft,6100,6100,8200,6096,3700,6400,ok,ok,1.5384,True,23
v3_request_404121,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,standard,soft,8200,6500,8200,7757,4900,8600,ok,ok,1.0224,True,31
v3_request_404126,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,comfortable,soft,3500,3500,4900,2572,2400,3900,ok,ok,1.7891,True,33
v3_request_404127,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,limited,hard,5600,5600,7000,5428,4000,5600,ok,ok,1.9554,True,32
v3_request_404128,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,comfortable,soft,1700,1700,2400,1404,1200,1900,ok,ok,1.3041,True,34
v3_request_404130,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,limited,soft,8900,8900,10800,8760,6400,9300,ok,ok,1.6247,True,33
v3_request_404131,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,comfortable,soft,3700,3200,4200,3494,2600,4100,ok,ok,1.5092,True,31
v3_request_404136,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,standard,soft,4200,3700,4800,3108,2500,4400,ok,ok,1.1414,True,29
v3_request_404137,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,luxury,soft,24800,17900,24800,20540,18600,29300,ok,ok,1.372,True,35
v3_request_404138,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,泉州,limited,hard,4500,4500,5300,4399,3200,4500,ok,ok,1.4216,True,36
v3_request_404139,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,comfortable,soft,11900,11900,15700,8316,8300,13100,ok,ok,1.2414,True,40
v3_request_404140,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,limited,soft,1700,1700,2000,1540,1200,1800,ok,ok,1.3424,True,27
v3_request_404141,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,comfortable,soft,11400,8500,11400,8131,8000,12500,ok,ok,1.0359,True,37
v3_request_404142,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,福州,standard,soft,3800,3800,4800,2658,2300,4000,ok,ok,1.1032,True,23
v3_request_404143,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,comfortable,soft,4500,3200,4500,3234,3200,5000,ok,ok,1.2578,True,31
v3_request_404144,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,comfortable,soft,7700,7700,10300,7154,5400,8500,ok,ok,1.9103,True,38
v3_request_404146,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,comfortable,soft,7700,7700,10500,5530,5400,8500,ok,ok,1.1077,True,40
v3_request_404147,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,泉州,limited,soft,4500,4500,5700,4415,3200,4700,ok,ok,1.8484,True,36
v3_request_404149,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,soft,3800,2900,3800,3564,2700,4000,ok,ok,2.2884,True,33
v3_request_404152,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,comfortable,soft,4600,3700,4600,3228,3200,5100,ok,ok,1.5767,True,38
v3_request_404153,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,limited,soft,3000,2300,3000,2302,2200,3200,ok,ok,3.1657,True,30
v3_request_404154,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,哈尔滨,limited,soft,4500,3500,4500,3815,3200,4700,ok,ok,1.4938,True,32
v3_request_404155,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,天津,limited,hard,3700,3400,4100,2950,2700,3700,ok,ok,1.1568,True,33
v3_request_404159,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,comfortable,soft,6600,4700,6600,4834,4600,7300,ok,ok,1.0352,True,32
v3_request_404161,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,comfortable,soft,7000,7000,9100,5012,4900,7700,ok,ok,1.4679,True,40
v3_request_404164,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,comfortable,soft,10400,7600,10400,8990,7300,11400,ok,ok,1.1796,True,34
v3_request_404166,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,limited,soft,3600,2800,3600,3476,2600,3800,ok,ok,1.5106,True,27
v3_request_404169,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,南京,standard,soft,7700,7700,10000,4944,4600,8100,ok,ok,1.579,True,31
v3_request_404170,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,丽江,limited,soft,7000,5800,7000,6708,5000,7400,ok,ok,1.0443,True,27
v3_request_404171,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,comfortable,soft,20800,15600,20800,14669,14600,22900,ok,ok,1.1948,True,38
v3_request_404174,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,standard,soft,9600,8400,10900,6240,5800,10100,ok,ok,1.0292,True,23
v3_request_404175,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,洛阳,standard,soft,2100,2100,2700,1982,1300,2200,ok,ok,1.1029,True,21
v3_request_404177,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,郑州,limited,soft,1900,1900,2500,1851,1400,2000,ok,ok,2.0447,True,29
v3_request_404181,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,深圳,comfortable,soft,16300,12100,16300,11473,11400,17900,ok,ok,1.0091,True,35
v3_request_404183,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,福州,limited,soft,2300,2300,2600,2044,1700,2400,ok,ok,1.3213,True,25
v3_request_404184,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,limited,soft,7300,7300,8900,7096,5300,7700,ok,ok,1.2948,True,27
v3_request_404189,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,珠海,comfortable,soft,8600,7300,9800,9087,6000,9500,ok,ok,1.5719,True,32
v3_request_404192,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,standard,soft,2400,2400,3100,1714,1400,2500,ok,ok,1.3083,True,27
v3_request_404195,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,comfortable,soft,14100,14100,19300,11455,9900,15500,ok,ok,2.0046,True,28
v3_request_404197,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,济南,limited,soft,7900,7100,8700,7844,5700,8300,ok,ok,1.6952,True,33
v3_request_404199,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,hard,3500,3500,3900,2897,2500,3500,ok,ok,1.4074,True,23
v3_request_404202,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,standard,soft,3200,2400,3200,2086,1900,3400,ok,ok,1.2381,True,21
v3_request_404203,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,桂林,comfortable,soft,7800,7800,9300,6266,5500,8600,ok,ok,1.0424,True,30
v3_request_404206,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,大连,standard,soft,1900,1700,2100,1712,1100,2000,ok,ok,1.4205,True,24
v3_request_404208,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,standard,soft,9900,9900,12900,7672,5900,10400,ok,ok,1.0214,True,21
v3_request_404210,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,厦门,comfortable,soft,6000,6000,8600,6000,4200,6600,ok,ok,1.468,True,33
v3_request_404212,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,厦门,limited,soft,2500,2500,2900,1990,1800,2600,ok,ok,1.0384,True,25
v3_request_404219,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,comfortable,soft,9500,9500,12600,9341,6600,10400,ok,ok,2.0273,True,39
v3_request_404220,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,武汉,comfortable,hard,5600,5600,7200,3941,3900,5600,ok,ok,1.467,True,34
v3_request_404223,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,苏州,standard,soft,9400,7200,9400,5824,5600,9900,ok,ok,1.0994,True,28
v3_request_404225,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,上海,limited,hard,3500,3100,3500,2501,2500,3500,ok,ok,1.378,True,30
v3_request_404226,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,长沙,comfortable,soft,8400,8400,11000,8030,5900,9200,ok,ok,1.3657,True,37
v3_request_404227,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,成都,standard,soft,6200,6200,8100,3894,3700,6500,ok,ok,1.0616,True,31
v3_request_404228,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,厦门,comfortable,soft,12800,9600,12800,9668,9000,14100,ok,ok,1.018,True,31
v3_request_404229,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,沈阳,comfortable,soft,3300,3300,4400,2362,2300,3600,ok,ok,1.6424,True,32
v3_request_404231,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,杭州,comfortable,soft,15500,15500,19700,11631,10800,17000,ok,ok,1.2464,True,36
v3_request_404232,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,桂林,limited,soft,3300,2700,3300,2568,2400,3500,ok,ok,1.1812,True,31
v3_request_404233,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,soft,2700,2700,3400,2406,1900,2800,ok,ok,1.5033,True,36
v3_request_404235,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,10900,10900,14300,7144,6500,11400,ok,ok,2.0844,True,24
v3_request_404238,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,hard,6500,4800,6500,3916,3900,6500,ok,ok,1.6203,True,28
v3_request_404241,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,广州,limited,hard,3900,3900,5000,3647,2800,3900,ok,ok,2.2308,True,35
v3_request_404242,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,宁波,premium,soft,24800,21000,28600,19292,18600,27800,ok,ok,1.2635,True,31
v3_request_404243,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,limited,soft,3200,2900,3500,2450,2300,3400,ok,ok,2.1359,True,34
v3_request_404244,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,standard,soft,2300,2300,3000,1726,1400,2400,ok,ok,1.1,True,21
v3_request_404245,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,三亚,limited,soft,3200,2600,3200,2678,2300,3400,ok,ok,1.585,True,32
v3_request_404246,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,limited,hard,2200,1800,2200,1736,1600,2200,ok,ok,1.3109,True,34
v3_request_404247,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,北京,standard,soft,16400,12200,16400,9965,9800,17200,ok,ok,1.8726,True,30
v3_request_404249,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,青岛,standard,soft,2000,2000,2600,1361,1200,2100,ok,ok,1.022,True,21
v3_request_404251,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,洛阳,limited,soft,2300,2300,2600,2000,1700,2400,ok,ok,1.2104,True,22
v3_request_404252,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,西安,limited,soft,6100,6100,7500,4510,4400,6400,ok,ok,1.408,True,25
v3_request_404253,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,重庆,limited,soft,3000,2600,3300,2274,2200,3200,ok,ok,1.4163,True,27
v3_request_404255,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,昆明,standard,soft,17700,17700,22400,10805,10600,18600,ok,ok,1.0003,True,31
v3_request_404256,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,重庆,standard,soft,8100,7200,9100,4953,4900,8500,ok,ok,1.2237,True,29
