scope,batch,raw_path,line_no,record_id,category,label,decision,reason,request_source,created_at_local,city,budget_level,strictness,amount,recommended_min,recommended_max,teacher_budget_total,target_min,target_max,request_budget_status,teacher_budget_status,candidate_high_ratio,candidate_reach_amount,food_pois
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,20,v3_request_000026,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T00:49:19+08:00,扬州,standard,soft,3000,3400,4400,2828,1800,3200,below,ok,1.4587,True,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,21,v3_request_000030,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T00:49:29+08:00,三亚,comfortable,soft,15000,12700,16500,14460,10500,16500,ok,ok,1.0879,True,31
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,22,v3_request_000013,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T00:49:45+08:00,武汉,standard,soft,13100,10700,14100,9196,7900,13800,ok,ok,0.8789,False,35
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,23,v3_request_000032,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T00:50:24+08:00,丽江,standard,soft,8000,8300,10600,6443,4800,8400,below,ok,0.9287,False,28
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,24,v3_request_000027,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T00:51:07+08:00,杭州,comfortable,soft,17300,16500,22100,11256,12100,19000,ok,below,1.0398,True,32
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,25,v3_request_000033,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T00:51:28+08:00,苏州,comfortable,soft,4000,5100,7000,2676,2800,4400,below,below,0.9675,False,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,26,v3_request_000034,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T00:53:21+08:00,武汉,limited,soft,6500,4300,5500,4864,4700,6800,above,ok,1.0606,True,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,27,v3_request_000038,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T00:53:56+08:00,厦门,standard,hard,6200,6200,8100,3272,3700,6200,ok,below,0.7126,False,18
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,28,v3_request_000045,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T00:54:21+08:00,济南,standard,none,2400,2900,3900,2124,0,0,below,no_budget_policy,1.455,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,29,v3_request_000012,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T00:54:50+08:00,洛阳,luxury,soft,27300,17400,23100,19398,20500,32200,above,below,0.3763,False,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,30,v3_request_000042,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T00:55:29+08:00,哈尔滨,comfortable,soft,5100,6100,8000,3558,3600,5600,below,below,0.9914,False,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,31,v3_request_000031,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T00:56:02+08:00,成都,luxury,soft,3800,3500,4600,2864,2800,4500,ok,ok,0.5158,False,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,32,v3_request_000046,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T00:56:16+08:00,哈尔滨,standard,soft,3700,3700,4900,2540,2200,3900,ok,ok,1.1681,True,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,33,v3_request_000025,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T00:56:27+08:00,上海,limited,soft,10800,9800,12100,10365,7800,11300,ok,ok,2.7463,True,34
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,34,v3_request_000048,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T00:57:04+08:00,北京,standard,soft,1900,2500,3400,1288,1100,2000,below,ok,3.1642,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,35,v3_request_000044,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T00:57:06+08:00,西安,limited,soft,2900,3400,4300,2832,2100,3000,below,ok,1.4607,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,36,v3_request_000028,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T00:58:35+08:00,深圳,standard,soft,10100,10900,14300,8032,6100,10600,below,ok,0.9457,False,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,37,v3_request_000029,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T00:59:06+08:00,长沙,premium,soft,22700,18800,27200,16160,17000,25400,ok,below,0.5641,False,35
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,38,v3_request_000051,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T00:59:33+08:00,昆明,limited,soft,5800,4300,5500,4700,4200,6100,above,ok,1.1121,True,34
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,39,v3_request_000009,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T00:59:45+08:00,苏州,comfortable,soft,21100,17400,23700,14004,14800,23200,ok,below,0.577,False,28
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,40,v3_request_000047,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T01:00:45+08:00,成都,comfortable,soft,17700,15800,21300,14352,12400,19500,ok,ok,1.1182,True,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,41,v3_request_000052,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:00:53+08:00,苏州,standard,soft,2800,3600,4500,1904,1700,2900,below,ok,1.295,True,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,42,v3_request_000055,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T01:00:56+08:00,长沙,standard,soft,3200,2600,3400,1848,1900,3400,ok,below,0.9944,False,35
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,43,v3_request_000049,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T01:00:58+08:00,珠海,comfortable,soft,19300,16400,22100,12504,13500,21200,ok,below,0.6891,False,28
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,44,v3_request_000054,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T01:01:31+08:00,广州,standard,soft,11100,7400,9900,6260,6700,11700,above,below,1.0249,True,31
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,45,v3_request_000057,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T01:02:25+08:00,黄山,limited,none,1400,1300,1700,1396,0,0,ok,no_budget_policy,1.5314,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,46,v3_request_000058,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T01:02:29+08:00,洛阳,standard,soft,6300,5500,7000,4002,3800,6600,ok,ok,0.8773,False,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,47,v3_request_000043,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T01:03:56+08:00,桂林,standard,soft,16200,10600,13600,8980,9700,17000,above,below,0.6588,False,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,48,v3_request_000062,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T01:04:06+08:00,厦门,limited,soft,1400,1400,1800,1164,1000,1500,ok,ok,1.4757,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,49,v3_request_000059,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:04:42+08:00,宁波,comfortable,soft,2600,2900,4100,2170,1800,2900,below,ok,1.2831,True,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,50,v3_request_000064,repair_teacher_regen,需重生成 teacher,repair,请求预算符合新分档，但 teacher 预算低于目标区间，需要重生成 teacher。,controlled,2026-05-06T01:04:46+08:00,杭州,standard,soft,13800,11800,15100,7604,8300,14500,ok,below,1.2759,True,32
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,51,v3_request_000066,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:04:52+08:00,大理,limited,soft,2200,2700,3300,1978,1600,2300,below,ok,2.4582,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,52,v3_request_000065,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:05:08+08:00,天津,standard,soft,5100,3900,4900,4830,3100,5400,above,ok,1.3416,True,35
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,53,v3_request_000061,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:05:38+08:00,天津,limited,soft,10300,7500,9400,7416,7400,10800,above,ok,1.2198,True,31
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,54,v3_request_000040,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:06:35+08:00,南京,comfortable,soft,8200,10100,12900,6926,5700,9000,below,ok,1.0071,True,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,55,v3_request_000070,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:07:10+08:00,成都,standard,soft,4900,6300,8000,3352,2900,5100,below,ok,1.2392,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,56,v3_request_000067,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:07:19+08:00,泉州,limited,soft,3200,2300,2800,2326,2300,3400,above,ok,1.1113,True,38
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,57,v3_request_000069,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T01:07:28+08:00,桂林,comfortable,none,8800,9200,12400,4310,0,0,below,no_budget_policy,0.653,False,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,58,v3_request_000078,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:08:18+08:00,大理,limited,soft,1400,1700,2100,1282,1000,1500,below,ok,2.16,True,27
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,59,v3_request_000071,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T01:08:35+08:00,沈阳,limited,soft,6700,6000,7600,5268,4800,7000,ok,ok,1.2042,True,26
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,60,v3_request_000080,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:11:21+08:00,张家界,standard,soft,7600,5900,7400,7114,4600,8000,above,ok,1.0638,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,61,v3_request_000082,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T01:11:24+08:00,西安,limited,none,1400,2200,2600,1246,0,0,below,no_budget_policy,1.8886,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,62,v3_request_000074,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:11:29+08:00,桂林,limited,soft,1900,2700,3300,1570,1400,2000,below,ok,2.0684,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,63,v3_request_000053,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:11:33+08:00,青岛,comfortable,soft,6500,7600,10100,4720,4600,7200,below,ok,0.8071,False,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,64,v3_request_000085,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T01:12:44+08:00,北京,luxury,none,54700,24700,33900,13056,0,0,above,no_budget_policy,0.39,False,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,65,v3_request_000084,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:13:01+08:00,呼和浩特,standard,soft,7400,7500,9600,5040,4400,7800,below,ok,0.8873,False,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,66,v3_request_000072,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T01:14:10+08:00,哈尔滨,comfortable,soft,4900,5100,7000,3202,3400,5400,below,below,0.9616,False,26
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,67,v3_request_000088,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:14:28+08:00,厦门,standard,soft,3400,4200,5300,2274,2000,3600,below,ok,1.0782,True,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,68,v3_request_000091,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:15:12+08:00,广州,standard,soft,3400,4000,5300,2574,2000,3600,below,ok,1.3418,True,23
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,69,v3_request_000060,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:15:13+08:00,厦门,limited,soft,2600,3700,4600,2362,1900,2700,below,ok,1.7538,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,70,v3_request_000077,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T01:15:16+08:00,青岛,standard,soft,9000,8800,11700,5422,5400,9400,ok,ok,0.8837,False,21
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,71,v3_request_000056,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:15:29+08:00,昆明,limited,soft,11600,7800,9900,8505,8400,12200,above,ok,0.8832,False,34
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,72,v3_request_000094,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:17:05+08:00,重庆,limited,soft,900,1400,1600,789,600,900,below,ok,1.6356,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,73,v3_request_000095,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:18:10+08:00,广州,limited,soft,3700,4600,6000,3664,2700,3900,below,ok,2.7173,True,25
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,74,v3_request_000098,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:19:21+08:00,广州,standard,soft,7300,7900,10400,4668,4400,7700,below,ok,1.306,True,26
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,75,v3_request_000086,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-06T01:19:39+08:00,大理,comfortable,soft,2700,3500,4400,1821,1900,3000,below,below,1.5367,True,24
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,76,v3_request_000100,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T01:20:52+08:00,西安,standard,soft,14000,11800,14900,12995,8400,14700,ok,ok,1.1229,True,30
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,77,v3_request_000099,usable_budget_candidate_tight,预算可用但候选偏紧,use_with_caution,请求和 teacher 预算都合格，但候选池高配估算低于用户预算，不适合训练用满预算。,controlled,2026-05-06T01:21:55+08:00,厦门,standard,soft,7600,6700,9000,5918,4600,8000,ok,ok,0.7853,False,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,78,v3_request_000102,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-06T01:22:13+08:00,上海,limited,soft,3500,3900,5000,2787,2500,3700,below,ok,3.9134,True,29
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,79,v3_request_000105,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-06T01:22:32+08:00,南京,standard,none,2800,3200,4300,1722,0,0,below,no_budget_policy,1.3357,True,22
active,legacy_controlled_1000_20260506,training/data/v3/sft/records.jsonl,80,v3_request_000097,usable_budget_clean,预算主集可用,use,请求预算符合新分档，teacher 预算在目标区间，候选池可支撑预算。,controlled,2026-05-06T01:23:43+08:00,张家界,standard,soft,11400,10600,13200,11400,6800,12000,ok,ok,1.304,True,25
