scope,batch,raw_path,line_no,record_id,category,label,decision,reason,request_source,created_at_local,city,budget_level,strictness,amount,recommended_min,recommended_max,teacher_budget_total,target_min,target_max,request_budget_status,teacher_budget_status,candidate_high_ratio,candidate_reach_amount,food_pois
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,8,v3_request_000009,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:16:52+08:00,苏州,comfortable,soft,11000,18500,24800,8836,7700,12100,below,ok,2.5075,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,9,v3_request_000006,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:17:07+08:00,南京,limited,hard,3100,5600,6800,2444,2200,3100,below,ok,3.9706,True,6
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,10,v3_request_000019,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:17:24+08:00,丽江,limited,soft,4900,8300,10400,4796,3500,5100,below,ok,2.6988,True,5
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,11,v3_request_000018,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:17:59+08:00,天津,limited,soft,1300,2700,3200,1389,900,1400,below,ok,4.8131,True,9
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,12,v3_request_000015,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:18:01+08:00,南京,standard,soft,1700,3200,4300,1422,1000,1800,below,ok,5.1229,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,13,v3_request_000014,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:19:12+08:00,成都,limited,hard,1900,3200,4100,1892,1400,1900,below,ok,9.1263,True,5
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,14,v3_request_000001,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:19:42+08:00,桂林,comfortable,soft,4200,6100,8000,3480,2900,4600,below,ok,1.1143,True,6
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,15,v3_request_000016,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:21:21+08:00,苏州,limited,soft,1900,2500,3200,1760,1400,2000,below,ok,2.2189,True,12
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,16,v3_request_000017,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:24:49+08:00,苏州,comfortable,soft,4300,7100,10000,3037,3000,4700,below,ok,2.027,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,17,v3_request_000010,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:27:39+08:00,西安,standard,soft,6300,10900,14300,5294,3800,6600,below,ok,2.2248,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,18,v3_request_000000,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-03T17:30:11+08:00,昆明,premium,hard,5500,8300,11400,3804,4100,5500,below,below,0.8673,False,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,19,v3_request_000005,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:31:17+08:00,广州,limited,hard,1300,2400,3100,1232,900,1300,below,ok,3.6492,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,20,v3_request_000020,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T17:44:35+08:00,杭州,comfortable,soft,5300,9200,12000,4406,3700,5800,below,ok,1.7638,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,21,v3_request_000051,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:09:15+08:00,昆明,limited,soft,2100,3600,4500,1790,1500,2200,below,ok,0.9738,False,0
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,22,v3_request_000037,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:09:56+08:00,贵阳,comfortable,soft,4800,7800,10300,4601,3400,5300,below,ok,2.1412,True,9
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,23,v3_request_000041,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:09:58+08:00,厦门,limited,hard,2800,4500,5500,2094,2000,2800,below,ok,3.3729,True,12
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,24,v3_request_000023,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:09:59+08:00,大理,limited,hard,2900,5000,5900,2893,2100,2900,below,ok,3.4045,True,8
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,25,v3_request_000048,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:09:59+08:00,北京,standard,soft,1400,2500,3400,1370,800,1500,below,ok,6.1486,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,26,v3_request_000047,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:05+08:00,成都,comfortable,hard,3900,6600,8000,3289,2700,3900,below,ok,1.3603,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,27,v3_request_000049,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:05+08:00,珠海,comfortable,soft,9900,17400,23100,9626,6900,10900,below,ok,1.5329,True,0
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,28,v3_request_000026,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:06+08:00,扬州,standard,soft,2100,3400,4400,1998,1300,2200,below,ok,1.659,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,29,v3_request_000045,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-03T18:10:15+08:00,济南,standard,none,1700,2900,3900,1554,0,0,below,no_budget_policy,2.4141,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,30,v3_request_000021,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:22+08:00,上海,limited,hard,800,1500,2000,640,600,800,below,ok,6.745,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,31,v3_request_000044,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:24+08:00,西安,limited,hard,2200,3400,4300,2198,1600,2200,below,ok,2.1455,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,32,v3_request_000042,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:34+08:00,哈尔滨,comfortable,soft,3700,6100,8000,3038,2600,4100,below,ok,1.4632,True,12
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,33,v3_request_000024,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:36+08:00,济南,limited,hard,1200,2000,2400,1152,900,1200,below,ok,2.3117,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,34,v3_request_000027,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:41+08:00,杭州,comfortable,soft,7400,14100,19600,5492,5200,8100,below,ok,3.6632,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,35,v3_request_000034,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:44+08:00,武汉,limited,soft,1400,2700,3300,1366,1000,1500,below,ok,3.9186,True,5
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,36,v3_request_000043,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:10:53+08:00,桂林,standard,soft,3600,5800,7300,3250,2200,3800,below,ok,1.5433,True,8
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,37,v3_request_000050,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:11:18+08:00,深圳,limited,soft,1000,1700,2100,910,700,1000,below,ok,1.932,True,12
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,38,v3_request_000022,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:11:20+08:00,桂林,limited,hard,3200,7100,8400,3160,2300,3200,below,ok,4.5822,True,8
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,39,v3_request_000052,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:11:52+08:00,苏州,standard,soft,3400,5600,7500,3262,2000,3600,below,ok,2.1588,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,40,v3_request_000055,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-03T18:12:29+08:00,长沙,standard,none,2000,4200,5400,1441,0,0,below,no_budget_policy,4.116,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,41,v3_request_000057,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:12:30+08:00,黄山,limited,soft,1100,1300,1700,1182,800,1200,below,ok,2.4927,True,8
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,42,v3_request_000062,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:12:38+08:00,厦门,limited,soft,1100,1400,1800,1094,800,1200,below,ok,3.3455,True,5
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,43,v3_request_000040,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:13:23+08:00,南京,comfortable,soft,4600,10100,12900,3774,3200,5100,below,ok,2.78,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,44,v3_request_000046,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:13:33+08:00,哈尔滨,standard,soft,2600,3700,4900,1880,1600,2700,below,ok,1.8515,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,45,v3_request_000065,drop_or_full_regen,预算训练淘汰或整条重做,drop_or_regenerate,请求预算和 teacher 预算至少两侧不匹配，预算训练建议淘汰或整条重做。,controlled,2026-05-03T18:13:35+08:00,天津,standard,soft,2300,3600,4700,1308,1400,2400,below,below,4.0113,True,12
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,46,v3_request_000032,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:13:40+08:00,丽江,standard,soft,4800,9000,11300,4829,2900,5000,below,ok,3.3744,True,9
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,47,v3_request_000056,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:13:46+08:00,昆明,limited,hard,3600,5600,6800,2738,2600,3600,below,ok,2.2725,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,48,v3_request_000033,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:01+08:00,苏州,comfortable,soft,2900,5100,7000,2656,2000,3200,below,ok,1.6483,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,49,v3_request_000053,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:01+08:00,青岛,comfortable,soft,4500,7600,10100,3472,3200,5000,below,ok,1.3178,True,9
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,50,v3_request_000063,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:17+08:00,深圳,limited,hard,5900,9400,11700,5420,4200,5900,below,ok,3.14,True,12
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,51,v3_request_000066,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:25+08:00,大理,limited,hard,1700,2700,3300,1300,1200,1700,below,ok,3.5047,True,6
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,52,v3_request_000064,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:27+08:00,杭州,standard,hard,6100,10900,14200,5084,3700,6100,below,ok,4.3816,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,53,v3_request_000060,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:40+08:00,厦门,limited,hard,1900,3700,4600,1730,1400,1900,below,ok,2.9242,True,5
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,54,v3_request_000039,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:41+08:00,深圳,standard,soft,6200,10600,13700,3920,3700,6500,below,ok,2.0485,True,12
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,55,v3_request_000074,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:45+08:00,桂林,limited,hard,1900,2800,3500,1730,1400,1900,below,ok,2.2832,True,8
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,56,v3_request_000038,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:14:57+08:00,厦门,standard,hard,4200,6200,8100,3342,2500,4200,below,ok,1.6433,True,9
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,57,v3_request_000059,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:15:00+08:00,宁波,comfortable,soft,1800,2900,4100,1634,1300,2000,below,ok,3.3689,True,9
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,58,v3_request_000061,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:15:09+08:00,天津,limited,soft,6800,10200,12100,6240,4900,7100,below,ok,2.8676,True,5
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,59,v3_request_000070,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:15:30+08:00,成都,standard,soft,3400,6300,8000,3246,2000,3600,below,ok,2.2294,True,5
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,60,v3_request_000028,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:15:33+08:00,深圳,standard,soft,5700,10900,14300,4346,3400,6000,below,ok,2.9228,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,61,v3_request_000054,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:15:45+08:00,广州,standard,soft,1900,3400,4000,1852,1100,2000,below,ok,1.5795,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,62,v3_request_000058,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:16:32+08:00,洛阳,standard,soft,3400,5500,7000,3382,2000,3600,below,ok,2.3068,True,10
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,63,v3_request_000078,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:16:32+08:00,大理,limited,hard,1000,1700,2100,940,700,1000,below,ok,3.382,True,8
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,64,v3_request_000069,nonbudget_only,仅适合非预算 SFT,nonbudget_only,strictness=none，无预算目标区间；可保留作 schema/grounding，预算训练不使用。,controlled,2026-05-03T18:16:45+08:00,桂林,comfortable,none,6200,9200,12400,4376,0,0,below,no_budget_policy,0.9206,False,8
archive,archive/2026-05-05_before_current_sft_smoke20,training/data/v3/sft/archive/2026-05-05_before_current_sft_smoke20/records.jsonl,65,v3_request_000082,repair_request_rebudget,需重标请求预算,repair,teacher 预算能贴合原请求目标，但请求金额不符合新版分档，需要重标请求预算/自由文本。,controlled,2026-05-03T18:17:24+08:00,西安,limited,soft,1200,2200,2600,1219,900,1300,below,ok,1.9058,True,7
